id,name,category,description,tags
"mg7dh0jgji","Metabuterol Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","buterol;cream;medicine;treatment"
"m7b71r5l9k","Hydrosartan Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","sartan;suspension;medicine;treatment"
"sz0wvqtkw5","Gradual Itching","symptoms","Patient experiences gradual  itching in the affected region.","itching;symptom;gradual"
"d7qu557j6j","Chronic encephalomegaly","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;megaly;disease;chronic"
"mhz0c25c6m","Lisibuterol Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","buterol;suppository;medicine;treatment"
"mwyx93pz3o","Simacycline Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","cycline;tablets;medicine;treatment"
"mz5udf70rh","Ketonib Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","nib;solution;medicine;treatment"
"msyjjtwzso","Citazepam Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","zepam;injection;medicine;treatment"
"mtf8lrvip5","Ibumab Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","mab;capsules;medicine;treatment"
"sm89o69d74","Worsening Cerebral Fatigue","symptoms","Patient experiences worsening  fatigue in the cerebral  region.","fatigue;symptom;cerebral;worsening"
"mhoeatlklv","Simamab Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","mab;tablets;medicine;treatment"
"ddcij19ed9","Bacterial rhinosthenia","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;sthenia;disease;bacterial"
"d0y4mu6rql","Localized cholemegaly","diseases","A localized  medical condition characterized by inflammation or abnormal state of the chole system.","chole;megaly;disease;localized"
"s61r5vwrlm","Localized Aural Discharge","symptoms","Patient experiences localized  discharge in the aural  region.","discharge;symptom;aural;localized"
"mwejbely14","Paroxtidine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","tidine;cream;medicine;treatment"
"mr5too8ova","Epilol Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","lol;syrup;medicine;treatment"
"dsgomx8fye","Malignant cholespasm","diseases","A malignant  medical condition characterized by inflammation or abnormal state of the chole system.","chole;spasm;disease;malignant"
"mpvlmz3svv","Metaxetine Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","xetine;suspension;medicine;treatment"
"mjcquues2x","Bupafloxin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","floxin;suppository;medicine;treatment"
"dfic3btzqd","Acquired enteroemia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the entero system.","entero;emia;disease;acquired"
"mquwfy6i4s","Simaxetine Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","xetine;solution;medicine;treatment"
"s2227v20yn","Dull Cardiac Pain","symptoms","Patient experiences dull  pain in the cardiac  region.","pain;symptom;cardiac;dull"
"m6qd51209w","Atomab Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","mab;cream;medicine;treatment"
"mp95mum0nk","Fluopril Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","pril;capsules;medicine;treatment"
"m9j8mbgmd0","Ketotidine Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","tidine;suppository;medicine;treatment"
"moiala878a","Bupaterol Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","terol;ointment;medicine;treatment"
"mpm1ihg65j","Clindamycin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","mycin;powder;medicine;treatment"
"dt4ky2zcxf","Chronic encephalospasm","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the encephalo system.","encephalo;spasm;disease;chronic"
"sps068y14x","Gradual Lumbar Spasms","symptoms","Patient experiences gradual  spasms in the lumbar  region.","spasms;symptom;lumbar;gradual"
"m3s5vmph9e","Ketoterol Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","terol;capsules;medicine;treatment"
"dfyi7st81r","Acquired endoalgia","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the endo system.","endo;algia;disease;acquired"
"dn2zphgrsm","Choleosis","diseases","A general medical condition characterized by inflammation or abnormal state of the chole system.","chole;osis;disease"
"sr4c78zq7h","Gradual Cervical Tingling","symptoms","Patient experiences gradual  tingling in the cervical  region.","tingling;symptom;cervical;gradual"
"mr9fyj5we6","Ketoglinide Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","glinide;drops;medicine;treatment"
"meuudxlusx","Lisiterol Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","terol;injection;medicine;treatment"
"d8ispghkvs","Endoalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the endo system.","endo;algia;disease"
"mgz1eewypj","Hydromycin Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","mycin;powder;medicine;treatment"
"m1969eo6j7","Albunib Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","nib;gel;medicine;treatment"
"mn4ukj1yed","Hydromycin Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","mycin;suppository;medicine;treatment"
"mks88v26l0","Fentaprazole Ointment","medicines","A pharmacological agent prescribed for various therapeutic indications, available as ointment.","prazole;ointment;medicine;treatment"
"dcrbgf09oj","Acute neuroemia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;emia;disease;acute"
"s3pso3rmfc","Radiating Aural Numbness","symptoms","Patient experiences radiating  numbness in the aural  region.","numbness;symptom;aural;radiating"
"mvvwmy6ibo","Metapril Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","pril;solution;medicine;treatment"
"sgjfi7fy05","Dull Cervical Burning","symptoms","Patient experiences dull  burning in the cervical  region.","burning;symptom;cervical;dull"
"ds0tmpa4ud","Viral rhinoemia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the rhino system.","rhino;emia;disease;viral"
"mw7dudych0","Sertazepam Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","zepam;solution;medicine;treatment"
"mq3rxdiy33","Lisiterol Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","terol;capsules;medicine;treatment"
"mg2k7mt1wh","Ketopril Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","pril;suppository;medicine;treatment"
"sq5jejn6b5","Intermittent Thoracic Weakness","symptoms","Patient experiences intermittent  weakness in the thoracic  region.","weakness;symptom;thoracic;intermittent"
"d13b1nhrwx","Viral gnathoma","diseases","A viral  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;oma;disease;viral"
"d1t0g896zo","Idiopathic cholealgia","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the chole system.","chole;algia;disease;idiopathic"
"mx18hch700","Hydropril Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","pril;cream;medicine;treatment"
"d4b7ez5oxu","Acute myorrhexis","diseases","A acute  medical condition characterized by inflammation or abnormal state of the myo system.","myo;rrhexis;disease;acute"
"m65di8bnu9","Ketotidine Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","tidine;cream;medicine;treatment"
"shp7n7j8ti","Spinal Weakness","symptoms","Patient experiences  weakness in the spinal  region.","weakness;symptom;spinal"
"sjvz0r9h76","Renal Numbness","symptoms","Patient experiences  numbness in the renal  region.","numbness;symptom;renal"
"mvw95pzyc0","Simastatin Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","statin;patch;medicine;treatment"
"m7j29hr4dr","Paroxpril Gel","medicines","A pharmacological agent prescribed for various therapeutic indications, available as gel.","pril;gel;medicine;treatment"
"m2u9gzn1p1","Cefapril Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","pril;drops;medicine;treatment"
"dvst6kzp9p","Genetic choletrophy","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the chole system.","chole;trophy;disease;genetic"
"s0k1tqcvm5","Radiating Pelvic Stiffness","symptoms","Patient experiences radiating  stiffness in the pelvic  region.","stiffness;symptom;pelvic;radiating"
"mokb3fue6h","Gabalol Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","lol;patch;medicine;treatment"
"sl3gtvkhu9","Dull Hepatic Pain","symptoms","Patient experiences dull  pain in the hepatic  region.","pain;symptom;hepatic;dull"
"d33yn3yo3k","Systemic endooma","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the endo system.","endo;oma;disease;systemic"
"dtdx6o9o1f","Idiopathic enteroitis","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the entero system.","entero;itis;disease;idiopathic"
